GT,Features1,Features2
5,-18.572931,-71.7833
1,-39.306725,26.329832
8,51.006763,-32.002037
2,37.40571,10.0628605
0,-43.029568,-36.726974
3,34.98306,35.5816
6,32.33162,-64.83171
4,16.065964,59.303288
8,42.03327,-21.805792
7,-40.088985,-8.047759
5,-9.985622,-37.937412
8,55.91574,-33.18204
2,65.01415,6.1315284
9,-21.536854,42.859535
0,-22.201511,-20.492645
0,-29.010399,-27.557055
2,42.95568,6.3210483
3,28.443296,23.179644
5,-11.027907,-67.78378
4,13.699226,50.428684
6,25.613522,-62.566864
7,-33.450665,-1.5362893
3,51.529556,47.322456
8,42.99563,-24.309809
6,26.930178,-54.86126
9,-14.793864,23.992472
8,44.159267,-26.452368
9,-28.582027,59.681232
7,-39.73893,-8.575582
7,-54.052113,-8.231325
0,-39.28623,-37.688557
0,-32.16589,-37.99692
4,15.654313,79.415016
9,-17.42101,35.701954
1,-51.3287,33.17534
0,-36.36497,-27.651491
1,-27.594635,15.987282
1,-48.621925,26.483343
6,15.142767,-48.159653
5,-6.296009,-28.202736
5,-6.695183,-36.586315
8,54.05621,-32.3188
6,23.194952,-63.11743
8,45.177155,-23.64435
2,61.258686,5.1357965
0,-30.071472,-22.328209
9,-20.37663,47.185047
9,-8.720487,18.074167
4,27.138227,87.64429
3,37.2286,31.485441
1,-55.290974,31.542118
2,55.03111,7.4801483
6,21.193611,-58.81381
7,-41.802807,-6.606051
5,-6.011575,-37.050037
8,42.855408,-21.928663
1,-53.579376,29.356222
4,10.352056,50.348557
9,-23.559212,56.01804
6,22.954683,-62.7674
8,48.073395,-33.093655
4,6.819395,45.08939
2,57.38001,12.853316
5,-10.5922575,-36.718533
4,8.810813,77.49509
3,44.673393,35.597553
9,-15.523194,29.375103
9,-20.48188,51.25989
5,-9.073742,-54.269356
4,12.421668,48.783047
3,46.3936,42.2062
3,51.480198,51.836758
4,11.211203,48.816296
4,11.753598,48.457306
5,-10.879417,-56.042576
2,54.812557,7.682791
3,38.957676,35.20872
0,-38.750828,-40.486332
3,40.501232,35.38633
5,-10.884016,-47.32266
5,-16.795345,-71.55994
0,-27.155907,-24.566595
1,-53.060493,30.810514
1,-25.26895,14.171764
3,31.568777,30.065191
6,28.447834,-54.13679
4,9.243956,43.208065
9,-10.9716015,20.689985
4,9.895605,30.005236
3,40.085846,39.34552
8,18.819109,-11.11597
2,79.66245,10.251256
8,46.925915,-27.196115
9,-17.387941,39.66748
5,-10.344596,-62.625977
1,-50.983265,31.813536
2,69.20248,9.766583
6,25.189396,-54.744175
8,21.181824,-13.662886
0,-23.976284,-25.988483
4,19.359016,57.205677
1,-50.19166,28.506332
0,-50.14012,-43.724697
1,-44.71561,24.913568
5,-15.565421,-67.559296
8,43.31753,-30.452799
5,-11.650638,-48.55969
0,-36.920742,-39.83739
9,-12.518523,35.94098
4,10.083057,52.874317
8,48.784996,-31.979784
7,-33.69702,-2.8999615
6,25.82571,-49.189053
7,-49.541656,-3.5334775
1,-50.89782,29.849411
6,26.144571,-61.155327
0,-30.669575,-29.012794
3,29.793583,22.864254
9,-24.495419,58.151142
6,31.98973,-82.03712
3,61.957756,58.61336
0,-23.961546,-22.009615
6,29.59417,-68.77993
1,-42.800594,23.785223
8,45.594624,-31.002779
3,40.44069,37.117065
7,-56.02335,-5.6625247
5,-8.8333,-44.90212
3,47.43259,44.34827
4,15.249841,57.428364
3,37.45584,38.76812
2,64.52151,5.492933
6,31.598898,-77.90938
1,-43.313,26.506853
1,-55.679523,29.879568
1,-44.807827,26.246824
4,10.393377,46.52399
8,25.590853,-15.106254
5,-11.359942,-63.112724
3,36.552265,29.725264
9,-19.123322,41.585842
5,-7.196046,-30.699364
3,47.83212,43.4759
6,18.795155,-49.074093
0,-29.023058,-22.686035
7,-46.172195,-11.707134
1,-48.30006,26.939686
5,-12.519809,-53.034115
6,36.036022,-76.90799
2,74.56497,11.438415
8,13.566328,-7.8310146
0,-37.068924,-35.34164
9,-32.637333,69.37381
6,23.614487,-46.713917
8,48.105717,-32.477234
7,-33.968517,-3.7962458
2,47.551342,7.6325274
1,-44.906452,25.446146
1,-46.94632,26.375689
2,27.33351,4.967638
1,-33.99894,19.281412
5,-8.47213,-42.97572
9,-9.756877,20.838797
8,53.10096,-29.888178
8,47.60902,-31.67121
1,-46.11012,27.661947
6,16.92539,-54.799976
9,-25.538969,55.52535
8,68.423775,-41.10307
3,36.744617,23.743437
9,-12.69654,34.803185
8,56.58654,-38.936176
3,47.725285,47.56976
2,69.90253,4.130247
4,15.153177,65.84759
8,28.913439,-14.651293
5,-16.221605,-78.526
8,55.044838,-31.792938
9,-14.041525,33.54944
7,-48.899162,-5.693302
2,39.126286,5.3835816
1,-42.76005,27.432894
6,28.772053,-73.192276
7,-41.42293,-2.1065235
8,37.78442,-30.964626
9,-12.921687,25.675539
4,24.309507,67.84111
2,47.187122,7.716778
9,-26.890408,55.284946
0,-39.792213,-38.35497
4,18.791027,66.99287
1,-57.60259,34.604973
7,-50.312645,-7.450921
2,44.564816,6.575307
9,-10.278728,28.885466
3,45.29474,41.397923
8,32.683357,-17.737038
4,17.348223,58.220882
9,-30.454685,61.555126
7,-49.740063,-2.1257207
1,-48.95826,28.38228
8,54.310184,-34.42828
1,-28.323975,17.797115
9,-12.841521,37.727135
9,-21.625462,64.16397
0,-30.482819,-27.910357
3,41.50766,40.330357
1,-58.406975,31.895681
3,28.299828,27.383574
2,90.35028,14.00568
7,-25.654766,-1.1128256
3,45.352898,35.674797
5,-12.219758,-64.25125
4,15.751356,40.037113
7,-49.4959,-11.074507
7,-39.614338,-4.5507846
9,-18.224745,43.589256
8,49.391705,-31.958136
5,-10.817229,-53.576035
9,-18.452953,53.733482
7,-58.174393,-10.080869
0,-40.460293,-37.490017
0,-53.47826,-49.289066
1,-54.59988,32.307884
6,8.2295685,-22.512465
2,71.36535,3.8013482
4,10.199744,39.887627
3,41.751305,39.636883
5,-10.675096,-42.675125
4,15.320986,46.396492
3,44.219524,35.624714
7,-64.09165,-12.782755
4,11.129914,58.21005
9,-23.19957,59.95123
0,-25.623852,-27.381039
5,-3.0083714,-17.977106
4,8.108824,41.483147
0,-23.6745,-20.939005
5,-17.059267,-65.8128
8,33.800728,-21.295952
4,11.221825,47.118324
3,55.813126,54.593296
4,21.927822,68.91842
5,-3.008248,-18.222702
1,-48.096012,28.69903
4,6.1279917,35.179913
1,-45.64786,24.547964
8,41.596485,-28.316853
3,59.308216,52.53841
3,50.654808,49.740246
3,56.9299,55.040627
0,-39.42281,-39.77048
8,21.725515,-16.067276
2,66.90864,6.708607
9,-21.89896,41.799984
1,-57.53618,29.633827
8,32.378494,-19.352112
0,-39.566296,-39.720707
7,-55.31937,-12.081093
2,19.643185,2.9534473
6,15.795294,-59.476864
8,62.652546,-37.318615
3,34.050045,28.565813
4,19.99723,80.43028
8,45.80919,-28.620455
4,16.314405,80.299774
0,-51.325405,-43.67215
1,-53.53126,29.970888
7,-30.901543,-2.0578592
6,27.509884,-77.14542
4,12.120697,81.0978
1,-46.356625,28.548315
7,-37.5286,-2.3490543
3,33.561012,25.134321
3,57.2236,52.88079
0,-36.666077,-34.030495
5,-11.500447,-50.822704
3,35.87818,35.719242
1,-54.286415,30.023445
6,26.867088,-63.41415
8,28.89768,-18.496294
9,-18.302761,35.50494
2,69.46696,7.872362
3,37.729977,34.904877
6,19.65103,-70.20581
7,-37.25521,-5.1777124
3,59.427273,52.84392
4,14.00199,52.148586
9,-17.988007,38.00162
9,-26.258371,63.170837
5,-11.250201,-52.05286
7,-42.909756,-1.6310716
6,30.847752,-63.002647
0,-42.95622,-43.142666
7,-59.623356,-11.305999
9,-9.261706,17.106985
7,-52.277973,-9.190114
4,14.922305,54.315197
1,-43.99224,23.973324
8,46.69858,-29.021883
8,33.497433,-17.591034
2,55.80464,6.4259677
1,-39.05567,26.689802
7,-49.297985,-8.8659525
8,22.157476,-14.374789
7,-47.471443,-6.3277273
3,45.16485,44.314228
5,-8.052785,-33.64577
1,-47.845417,26.340082
7,-40.60028,-7.7440257
6,17.42342,-55.327457
1,-55.641956,30.023909
7,-24.67708,-0.6153047
9,-6.0942435,13.348967
8,61.13691,-43.425323
5,-5.396632,-22.68997
3,25.033722,17.99957
2,62.875595,10.168159
4,11.358745,47.34151
4,19.46054,70.400696
9,-17.204834,29.277908
8,55.413197,-37.746902
9,-17.621778,60.281357
9,-14.26666,49.180603
0,-39.558125,-35.453472
6,29.626987,-71.23151
7,-54.142338,-8.080253
9,-20.004648,49.01507
3,35.175804,25.943075
7,-55.75842,-8.493166
1,-52.310375,29.792042
6,32.517742,-79.548325
2,63.833977,9.060965
4,12.157754,48.215538
0,-48.49595,-51.219982
1,-53.25841,28.503683
2,47.796917,5.4350786
2,58.13997,2.937757
4,21.215061,87.03659
6,27.77831,-71.34386
4,8.183813,42.92307
1,-50.34461,28.97109
1,-49.39253,26.378641
1,-55.609043,33.39413
9,-23.978313,53.246796
7,-27.142172,-2.9452403
4,21.503593,85.20167
2,56.52187,3.1227398
6,24.683165,-60.451332
3,59.83579,53.64687
1,-39.263775,23.00931
6,24.70585,-52.360493
1,-49.221935,28.156904
4,15.225495,51.249302
9,-15.039934,44.803547
8,38.48714,-21.562366
9,-17.221247,34.90625
9,-19.699812,52.95595
4,12.115432,65.27981
6,29.725428,-74.3343
3,22.750187,20.171705
4,12.201474,51.437946
7,-33.36852,-4.1555223
6,32.861244,-82.183716
4,18.185213,66.19342
5,-11.454218,-52.98732
4,7.2151337,29.78979
0,-43.549084,-41.27282
1,-38.044357,20.514013
2,54.743023,5.3643546
6,32.584736,-66.25424
1,-52.540684,29.491632
6,12.889309,-31.381172
0,-47.17406,-44.287617
8,40.343132,-21.994854
5,-10.315025,-41.639416
2,63.794437,3.956737
0,-53.65247,-49.96213
7,-42.11083,-5.965245
1,-57.215473,31.022667
2,65.6733,9.332342
1,-50.740284,26.410627
5,-13.616589,-68.63728
7,-53.1125,-9.212746
1,-46.367832,26.787975
8,36.4204,-27.109335
5,-3.3968604,-36.718807
4,25.009747,81.1384
2,45.351646,0.8402818
3,42.80962,43.18482
8,25.003363,-14.673384
2,45.598896,4.112191
4,10.174106,48.72967
7,-60.814457,-9.780796
4,16.348356,79.14563
9,-11.44996,52.37026
1,-42.06235,25.025156
3,53.67015,54.526478
9,-21.836784,49.555836
9,-14.664353,28.977165
3,35.14147,31.319601
0,-49.78854,-43.52431
3,50.586117,50.203762
1,-48.286755,28.418842
3,29.814743,26.111546
2,69.410126,10.186884
6,27.71301,-72.99367
3,49.517433,44.778263
2,55.352688,4.9790425
4,17.931143,66.0543
5,-10.393512,-63.45216
5,-15.637637,-76.45804
4,13.593331,76.96467
7,-52.337597,-10.098386
7,-42.670116,-6.8380275
8,34.7844,-19.83317
5,-12.420393,-55.73473
9,-28.606796,60.730587
4,27.325912,78.628876
0,-45.81783,-42.490646
8,31.156395,-23.260464
1,-45.674915,26.872297
4,15.089044,54.785564
2,82.42771,10.903941
1,-59.631996,31.90602
3,43.015667,38.14163
0,-40.22577,-41.15356
4,9.026976,46.565334
0,-46.39838,-42.131744
6,30.2434,-81.45965
4,8.338597,63.40257
7,-48.70027,-8.702232
9,-28.126621,63.418736
8,27.960339,-14.401767
1,-50.937252,29.564795
9,-25.157516,60.808628
4,9.726253,31.440939
0,-19.545988,-21.14906
1,-59.964245,32.27155
1,-51.922276,32.877598
4,25.497082,77.05987
2,56.01177,7.5445704
7,-57.711185,-6.873727
3,51.618446,49.699
8,32.0104,-14.640697
4,7.9234834,45.229347
8,37.125954,-21.713953
5,-9.008981,-45.456974
8,47.141407,-27.26084
6,26.115402,-70.14016
4,20.97357,85.85637
7,-36.290524,-1.136158
0,-39.096207,-33.368
8,40.165432,-21.940563
9,-5.140457,10.803704
9,-23.922543,54.766205
1,-46.493763,25.992786
7,-37.46028,-6.2504964
7,-44.975056,-7.1843357
7,-49.13378,-8.279261
1,-54.07468,31.351461
1,-47.425674,29.75658
3,49.791798,48.42807
3,47.08343,46.161655
0,-41.580265,-44.84511
7,-51.312923,-8.728159
4,14.199533,59.08364
5,-9.245969,-63.888042
9,-24.512074,53.23402
2,57.740593,7.49602
7,-61.577152,-8.18656
8,45.194393,-23.645876
4,24.535889,82.709114
0,-46.047237,-41.05266
9,-25.7225,58.63702
7,-37.14772,-2.890754
6,21.395397,-64.172874
5,-10.7867565,-71.7675
6,30.353514,-67.40355
9,-24.380596,59.381184
1,-57.51614,31.807213
6,30.150965,-80.69442
1,-52.481075,31.03854
0,-44.013218,-49.39314
3,36.321484,23.759623
9,-19.457012,44.23743
8,38.73622,-20.396025
4,16.972301,68.68266
2,59.95339,6.551352
3,42.86598,34.31013
9,-17.199871,44.180683
2,57.07398,14.023502
6,21.010239,-66.47296
3,43.546047,44.203606
6,17.592505,-42.395947
8,50.990055,-27.856926
4,8.58731,77.08792
3,30.192152,29.433275
7,-37.58324,-4.0778284
2,25.23916,4.2958665
3,25.681402,23.078436
5,-13.84179,-60.706
7,-36.82387,-1.9626731
3,46.83109,35.604733
4,16.454319,56.788277
9,-18.737278,46.22111
2,41.91224,6.341295
4,20.716505,74.707535
8,49.80847,-34.011673
1,-52.201683,31.421434
8,54.384228,-29.522177
9,-25.11435,61.07075
1,-42.972256,24.717268
2,86.49913,9.149996
5,-6.1120076,-43.713154
1,-55.21146,32.583904
7,-61.53033,-10.515841
9,-17.079113,49.632393
0,-43.736183,-44.575317
6,33.61547,-84.39426
9,-25.997105,66.27479
7,-48.71072,-9.03224
4,17.960407,69.27605
9,-22.075676,49.223804
0,-38.391685,-35.354942
0,-28.550816,-26.888826
3,43.87794,42.630035
4,4.4797287,32.023952
6,25.915405,-69.95504
6,29.02397,-71.62811
6,21.421324,-58.95476
1,-50.181973,30.506723
2,67.78746,7.3267016
7,-24.328281,-0.55159736
2,79.34916,12.396829
3,54.055965,46.193718
2,59.777023,6.423171
8,48.361263,-21.753653
0,-29.353167,-28.928902
9,-26.170399,60.69292
3,46.002197,41.660152
6,25.671383,-67.226746
7,-27.381807,-0.37482592
8,54.617344,-32.731472
7,-53.027138,-8.431262
3,30.370129,29.315516
1,-53.568394,30.859087
9,-16.476948,38.14906
6,36.17348,-79.38144
1,-53.465782,32.87514
4,12.216634,47.21784
0,-50.081215,-46.10049
4,3.211824,32.79163
9,-18.105787,49.749046
6,22.79,-63.802094
3,39.260338,40.39589
9,-23.99556,62.923824
3,48.242413,45.968315
4,21.598324,71.49744
6,20.478165,-56.424446
0,-48.48498,-43.163727
2,48.738438,10.125925
7,-27.959059,-3.6677241
5,-16.274927,-69.19063
6,34.467342,-69.10898
3,43.403828,39.96029
1,-50.37513,28.218529
4,18.283012,65.07919
1,-28.827354,16.582327
0,-51.194126,-47.07259
1,-50.023235,28.098694
1,-55.303288,30.128456
6,24.101442,-59.02352
2,56.35472,4.5638947
8,42.60533,-24.501032
3,66.40611,59.314407
5,-9.381587,-57.932087
4,18.21119,84.825455
9,-24.345295,58.773144
5,-14.29717,-62.03898
2,48.522343,5.825419
6,29.092297,-65.39988
7,-41.93754,-7.3169537
7,-56.516354,-7.416799
4,24.613527,67.023994
8,48.417477,-28.769278
5,-2.7602127,-24.538177
9,-18.585861,45.3912
4,17.614943,70.22843
0,-51.53893,-45.620358
6,28.355223,-60.253727
1,-60.65575,32.653137
6,17.410852,-45.943966
2,69.38033,2.6668572
4,24.076765,61.88977
3,56.57852,51.003475
7,-20.244778,-1.8839447
4,21.653408,77.381516
0,-31.333876,-34.89356
5,-13.872186,-72.77934
8,50.50805,-31.095516
6,26.153261,-56.957058
9,-31.064154,58.632545
7,-52.614265,-7.201022
3,44.66383,44.98428
8,45.627853,-27.831993
2,40.626236,3.695266
9,-21.805304,47.936367
0,-50.592274,-46.427666
0,-53.239864,-51.068928
8,53.80023,-29.553144
1,-55.334324,31.104448
1,-52.21006,27.335993
2,61.301487,3.8719862
9,-21.52231,69.755455
3,59.859356,57.10032
3,36.242935,32.45311
4,21.706497,83.56726
7,-42.364697,-3.3099997
5,-9.376355,-66.45408
0,-51.517742,-46.848278
6,26.675186,-68.63388
8,36.99657,-26.66609
7,-54.344276,-12.794889
6,28.036722,-78.01836
8,54.129097,-28.696411
8,27.283007,-12.153234
9,-22.872526,49.707138
0,-35.640316,-33.2992
4,21.315071,81.77996
6,32.80227,-83.93228
2,45.041405,2.3585496
4,22.329645,72.35536
0,-43.552006,-42.95648
9,-24.4901,61.865673
2,64.746796,5.2854066
6,36.002975,-67.33835
5,-15.090539,-58.922974
7,-42.808323,-6.5283556
9,-22.101704,45.822685
6,35.852406,-86.59349
4,12.687083,69.67378
9,-14.506459,28.936682
2,64.253876,6.0913687
1,-34.655098,20.709784
6,36.64173,-79.88069
8,22.268927,-15.383024
5,-16.540983,-58.118076
7,-38.180126,-4.71967
9,-25.010017,52.20464
6,24.347488,-76.052055
3,59.526447,54.703533
8,41.123848,-23.484058
5,-17.64951,-71.14867
2,39.925453,8.095815
0,-45.374516,-45.465755
7,-51.35699,-8.155141
7,-62.661366,-10.562187
5,-6.8189173,-45.20353
1,-52.915783,30.103357
2,50.52981,7.0304804
1,-52.3408,28.70957
9,-8.020117,12.01881
5,-12.962708,-60.505157
6,23.939959,-53.140083
3,53.887653,48.47901
7,-56.181667,-11.396368
0,-34.970108,-36.13181
5,-4.6691875,-28.342886
7,-44.882614,-6.747011
1,-60.52936,32.76855
9,-20.861233,51.510784
1,-58.085682,30.277134
6,34.39947,-74.43145
0,-47.114414,-47.864914
1,-55.483364,32.311623
4,21.689312,71.54964
6,30.699476,-73.872246
1,-54.836514,29.110144
7,-49.019966,-8.117016
4,25.307863,78.034775
4,22.2386,69.59492
5,-15.422716,-64.737564
9,-15.361203,48.93586
1,-38.71832,22.790293
5,-14.674521,-63.59291
4,7.646104,34.58408
7,-49.395073,-7.7340183
2,40.244934,2.2953866
9,-21.870426,53.59013
6,31.584297,-77.22246
8,49.31516,-29.562899
1,-24.234032,12.022214
5,-12.104705,-58.885464
2,87.13597,7.0053444
6,26.721401,-64.70386
4,21.102613,48.150955
2,53.406197,6.4256945
4,11.738559,46.512184
4,22.702658,83.927475
7,-48.188896,-9.033021
8,63.647568,-41.28083
2,53.364338,5.2800913
1,-54.1096,31.162352
0,-50.0512,-51.054962
5,-16.71043,-55.52931
2,46.28352,5.6710596
9,-25.068148,54.237175
0,-20.92289,-24.304111
2,51.473312,1.1388228
8,39.234997,-24.43841
2,50.50697,6.9513288
2,61.292458,4.4438696
8,61.016586,-37.90556
3,43.63597,40.841488
0,-50.810993,-46.07483
6,9.953984,-21.952604
6,27.838276,-74.15535
0,-22.627502,-27.22575
4,20.532795,64.7858
2,54.823444,9.553929
3,54.049763,46.27047
1,-38.268505,24.157022
3,43.023556,40.209858
9,-25.847637,71.00488
1,-52.25778,27.241215
2,75.766846,10.848568
2,61.557156,3.331465
0,-48.76274,-49.36046
4,20.816479,73.02898
5,-7.446941,-39.57577
1,-51.90118,28.39696
2,32.323437,3.492984
5,-19.914856,-69.61914
6,24.159538,-60.261024
8,47.28902,-27.20831
3,38.690983,30.682508
9,-15.367737,33.53042
8,53.759106,-35.29916
3,47.361675,43.589
3,31.680813,32.32547
4,22.56685,89.03773
4,20.486704,66.91641
0,-19.703506,-20.64324
5,-13.382538,-60.15652
3,39.646095,34.70837
6,22.859766,-44.877586
9,-26.470243,57.617085
3,52.16008,53.09048
0,-45.332745,-42.887913
5,-12.823251,-53.84541
2,60.339077,5.2169495
1,-42.619846,24.348394
7,-48.178265,-7.8138843
1,-50.763298,29.928518
1,-54.638138,28.85716
2,62.34885,2.7007244
1,-51.8174,29.279364
6,28.171968,-72.301254
0,-45.61453,-47.357132
2,51.757923,10.694021
7,-54.138287,-5.8053737
1,-47.247128,26.827517
6,20.531317,-57.094315
3,37.096413,33.10863
7,-55.2519,-9.433009
1,-57.504223,33.002796
6,26.974567,-67.985466
8,63.064716,-41.59235
0,-24.26485,-25.600328
3,44.37203,48.11288
6,29.721043,-68.78795
5,-15.848416,-63.39359
9,-20.024422,42.43968
0,-43.531635,-42.452465
4,17.992718,67.22305
3,35.445026,33.689342
8,59.794918,-36.44945
1,-54.93131,28.353807
4,22.617836,90.60387
0,-56.916668,-55.59593
3,43.382225,36.664608
1,-52.358578,30.109472
3,58.047726,56.128727
8,21.199942,-11.867116
7,-57.289032,-9.606351
2,75.47401,5.9978642
8,46.013195,-27.030611
6,24.997738,-59.629887
1,-25.731142,16.884962
4,12.925648,57.623276
0,-49.36911,-47.864445
9,-29.137234,63.451714
4,16.06892,64.95096
5,-12.193147,-50.221874
3,50.51702,46.446156
2,103.59366,8.0132885
0,-48.913143,-43.268173
6,11.311526,-33.072437
6,27.691353,-79.28716
1,-43.508835,27.400274
8,65.0374,-43.29575
4,26.414474,77.69197
3,61.114143,60.369144
4,12.672177,59.47492
7,-52.718723,-7.4986773
8,47.952625,-27.706526
8,44.990906,-23.569696
6,19.983932,-66.87569
5,-14.215295,-58.99036
1,-57.11242,31.450563
7,-45.501114,-7.9356394
1,-45.58669,25.598265
8,43.48292,-23.953331
2,62.101017,13.120154
0,-41.423492,-43.27834
7,-60.261776,-8.41832
1,-55.5526,29.630974
7,-13.258069,-0.9521014
2,75.34772,10.959383
0,-20.236317,-20.471771
3,36.00127,33.54675
5,-12.174287,-55.50657
4,16.773218,61.40807
6,30.81614,-80.01678
5,-14.738597,-64.38515
6,19.57695,-48.639477
6,30.548248,-75.661156
4,23.118938,80.8429
7,-41.98005,-4.0953536
8,47.87894,-31.16522
8,50.417416,-34.616474
6,29.910685,-68.60364
0,-48.592228,-47.768085
8,33.756966,-20.03814
1,-53.517834,30.410206
5,-14.959506,-62.88071
2,68.52089,7.916464
5,-13.254601,-68.41351
3,46.32775,38.937714
6,33.9936,-76.13426
4,11.953368,48.246044
7,-54.693584,-9.302185
5,-5.645671,-21.88289
8,17.09265,-10.283249
6,30.69106,-80.9337
9,-21.461678,47.715424
7,-49.859615,-7.432907
1,-48.264194,26.287222
8,50.503677,-33.94516
6,33.7723,-85.85657
9,-30.382584,65.77637
2,48.29624,8.988894
0,-50.88554,-53.189297
7,-47.609016,-4.3801312
1,-54.576916,31.055391
1,-56.5955,30.45282
2,73.99738,10.203713
4,21.42639,53.080235
3,48.599216,39.737415
5,-5.658501,-24.174004
4,13.6711445,56.477
5,-4.3890285,-29.251833
7,-52.942894,-6.155756
8,40.989376,-28.549719
8,58.314842,-37.486073
2,53.935535,6.454087
0,-39.977936,-41.156605
1,-52.29645,28.381128
8,27.404545,-15.802974
9,-25.435947,54.845932
3,49.608654,46.795082
6,20.609962,-50.994965
9,-26.04426,51.25353
8,14.444684,-11.6807
5,-15.815145,-69.73927
3,43.32498,35.95338
6,30.924234,-69.26381
9,-5.8021355,19.243118
8,52.210438,-31.9577
1,-54.884747,31.038107
4,16.655056,66.290695
2,45.934116,9.223128
9,-25.114822,47.631237
6,33.77975,-76.31543
1,-62.298687,32.58605
3,35.469963,34.132946
7,-55.205143,-8.526029
7,-60.83128,-9.496673
1,-54.738407,30.168684
2,63.199253,10.863758
2,54.99798,12.134694
8,26.734516,-19.020403
3,23.920813,19.764402
4,3.3936157,29.749565
5,-9.271429,-45.902596
1,-50.470165,30.557163
9,-24.839691,49.01521
7,-40.011177,-6.498517
6,21.42242,-50.851353
5,-5.816816,-37.023136
9,-11.702249,21.529448
8,41.958244,-27.793146
1,-51.83407,29.733322
7,-60.54729,-1.5700506
1,-52.702106,30.460932
7,-37.146862,-6.175139
1,-57.01859,30.29756
0,-32.046207,-34.645664
2,48.59266,5.818807
8,45.730312,-26.805998
9,-29.402618,64.737946
5,-5.6921754,-25.609495
5,-4.243334,-37.691486
5,-5.8772,-34.989502
8,20.508614,-12.8509655
4,13.257436,48.92034
1,-55.04494,29.946232
6,31.538942,-59.613735
2,42.59346,3.3225012
0,-49.18001,-47.609142
0,-35.195244,-28.975739
3,30.025913,25.373158
7,-48.367413,-3.6863785
6,22.354282,-49.86423
7,-34.46184,-4.009608
6,27.183195,-70.633965
5,-5.8090253,-25.612667
6,37.023262,-84.53425
8,37.26956,-21.37239
8,55.38456,-33.932007
2,66.589905,7.039405
4,16.173473,62.099728
9,-24.040722,49.609596
4,14.548386,49.000553
8,49.32347,-33.904243
5,-3.227724,-37.4484
9,-27.886269,63.548656
1,-50.365704,27.808956
0,-35.184795,-32.048878
1,-65.032684,33.454845
4,12.169744,43.59458
5,-8.640239,-35.179398
6,24.899513,-64.17926
9,-15.543759,33.89299
7,-41.928654,-1.2040547
8,46.999638,-30.794514
1,-53.382095,27.575964
1,-48.341488,30.052887
3,48.25827,45.24432
2,66.47565,8.3928585
4,14.648578,70.979324
5,-8.834521,-34.54075
5,-9.026509,-46.82346
9,-28.068985,49.291527
6,24.622232,-75.06526
2,46.950268,8.156119
0,-45.99568,-45.82223
0,-54.008587,-43.66696
3,48.576706,44.597878
0,-35.066826,-34.58438
6,28.086683,-64.94926
8,36.476265,-20.273869
8,57.71497,-39.078335
1,-37.930737,23.60945
7,-43.71802,-5.1579204
5,-11.986682,-50.14058
0,-52.777756,-48.208504
7,-54.750664,-8.495827
4,8.060426,35.765434
1,-54.551067,29.319902
9,-25.1221,54.26823
5,-11.9259405,-56.39186
3,52.26865,51.950397
8,53.6709,-31.424612
7,-40.941628,-2.2426085
2,37.64768,5.0941706
5,-8.199857,-45.28596
1,-51.283916,27.228258
4,19.073898,70.95359
4,16.40605,59.800133
3,28.975552,27.782509
0,-48.14452,-45.437225
4,5.4027543,29.728037
1,-54.97369,34.002735
2,54.275593,11.044944
4,15.161328,49.87822
8,49.22114,-31.344599
1,-46.913174,26.394255
1,-47.75375,27.356287
7,-51.19913,-5.873783
5,-11.687734,-63.25687
4,19.621876,70.99915
1,-45.562748,26.22424
7,-31.196526,-6.216043
2,81.814156,15.553278
9,-26.137133,55.318615
4,5.7204103,32.08189
7,-31.037441,-6.8268557
3,60.050663,51.178383
4,5.725627,23.88833
0,-52.96982,-48.78141
9,-14.772828,28.399494
0,-48.232265,-46.802708
5,-7.1129255,-54.258533
0,-50.718967,-48.742764
9,-8.902102,16.009697
5,-2.3933606,-29.15644
4,19.661785,81.989
7,-48.240627,-6.3273106
2,34.81033,2.086782
0,-37.313854,-37.39122
1,-55.257214,32.82134
6,25.144545,-70.58664
5,-8.918651,-39.83665
4,14.776208,60.41101
6,25.660248,-61.17395
8,53.73493,-37.859295
3,45.675213,40.14316
8,44.761204,-25.93978
1,-44.77502,31.168386
6,20.936487,-47.92417
2,69.11893,8.317175
3,39.727825,32.695335
3,51.49579,46.949345
9,-20.298054,38.028263
6,28.623075,-65.31113
9,-24.165497,55.192352
7,-37.110447,-7.5480013
8,44.671314,-30.6787
7,-35.552185,-3.5881143
2,60.82407,9.303363
6,22.388063,-63.98717
7,-47.220467,-4.134241
0,-40.904842,-40.66665
7,-45.131794,-6.7799373
1,-61.616734,31.602938
1,-55.08656,32.080376
3,37.276253,35.99
0,-47.85136,-48.482197
2,79.13212,10.503924
1,-63.03881,34.379612
1,-49.977528,26.784601
2,49.788925,4.918181
6,22.97067,-55.305054
3,44.77907,44.077023
5,-14.086422,-50.611843
4,21.91606,80.74419
9,-16.316298,43.076878
5,-12.682616,-65.25087
9,-24.425732,55.553997
6,27.535042,-68.70523
7,-37.260334,-7.141806
7,-26.269852,-1.0767038
9,-22.247911,44.96824
8,44.488274,-23.960127
4,23.984022,63.283184
9,-18.07639,46.91502
9,-14.426299,40.33877
0,-48.522717,-41.986874
0,-35.008522,-27.787548
1,-51.351124,27.707865
2,42.62428,5.551777
2,75.816414,7.1291056
1,-39.84234,20.429945
3,33.039257,27.56832
4,16.295654,86.11557
4,18.137259,82.635605
0,-19.47979,-23.592463
5,-9.01818,-40.166935
